Source,Target,Label,Publication_name
243/6012,02/6465,15251,"A review on neural network models of schizophrenia and autism spectrum disorder."
243/6012,03/2800,15251,"A review on neural network models of schizophrenia and autism spectrum disorder."
243/6138,02/6219,15251,"A review on neural network models of schizophrenia and autism spectrum disorder."
243/6138,02/6465,15251,"A review on neural network models of schizophrenia and autism spectrum disorder."
243/6138,03/2800,15251,"A review on neural network models of schizophrenia and autism spectrum disorder."
02/6219,02/6465,15251,"A review on neural network models of schizophrenia and autism spectrum disorder."
02/6219,03/2800,15251,"A review on neural network models of schizophrenia and autism spectrum disorder."
02/6465,03/2800,15251,"A review on neural network models of schizophrenia and autism spectrum disorder."
228/1917,159/9962-1,15256,"Event-triggered passivity and synchronization of delayed multiple-weighted coupled reaction-diffusion neural networks with non-identical nodes."
228/1917,166/0716,15256,"Event-triggered passivity and synchronization of delayed multiple-weighted coupled reaction-diffusion neural networks with non-identical nodes."
159/9962-1,166/0716,15256,"Event-triggered passivity and synchronization of delayed multiple-weighted coupled reaction-diffusion neural networks with non-identical nodes."
38/1796,s/BoShen-1,15258,"Finite-time resilient H∞ state estimation for discrete-time delayed neural networks under dynamic event-triggered mechanism."
38/1796,95/7037,15258,"Finite-time resilient H∞ state estimation for discrete-time delayed neural networks under dynamic event-triggered mechanism."
s/BoShen-1,95/7037,15258,"Finite-time resilient H∞ state estimation for discrete-time delayed neural networks under dynamic event-triggered mechanism."
10/2639-3,93/9060,15259,"The role of coupling connections in a model of the cortico-basal ganglia-thalamocortical neural loop for the generation of beta oscillations."
10/2639-3,01/2998,15259,"The role of coupling connections in a model of the cortico-basal ganglia-thalamocortical neural loop for the generation of beta oscillations."
10/2639-3,193/6563,15259,"The role of coupling connections in a model of the cortico-basal ganglia-thalamocortical neural loop for the generation of beta oscillations."
10/2639-3,09/7644,15259,"The role of coupling connections in a model of the cortico-basal ganglia-thalamocortical neural loop for the generation of beta oscillations."
93/9060,01/2998,15259,"The role of coupling connections in a model of the cortico-basal ganglia-thalamocortical neural loop for the generation of beta oscillations."
93/9060,193/6563,15259,"The role of coupling connections in a model of the cortico-basal ganglia-thalamocortical neural loop for the generation of beta oscillations."
93/9060,09/7644,15259,"The role of coupling connections in a model of the cortico-basal ganglia-thalamocortical neural loop for the generation of beta oscillations."
01/2998,193/6563,15259,"The role of coupling connections in a model of the cortico-basal ganglia-thalamocortical neural loop for the generation of beta oscillations."
01/2998,09/7644,15259,"The role of coupling connections in a model of the cortico-basal ganglia-thalamocortical neural loop for the generation of beta oscillations."
193/6563,09/7644,15259,"The role of coupling connections in a model of the cortico-basal ganglia-thalamocortical neural loop for the generation of beta oscillations."
132/4091,202/8248,15260,"Exploiting the stimuli encoding scheme of evolving Spiking Neural Networks for stream learning."
132/4091,48/1070,15260,"Exploiting the stimuli encoding scheme of evolving Spiking Neural Networks for stream learning."
132/4091,94/1127,15260,"Exploiting the stimuli encoding scheme of evolving Spiking Neural Networks for stream learning."
202/8248,48/1070,15260,"Exploiting the stimuli encoding scheme of evolving Spiking Neural Networks for stream learning."
202/8248,94/1127,15260,"Exploiting the stimuli encoding scheme of evolving Spiking Neural Networks for stream learning."
48/1070,94/1127,15260,"Exploiting the stimuli encoding scheme of evolving Spiking Neural Networks for stream learning."
132/4091,94/1127,15261,"Spiking Neural Networks and online learning - An overview and perspectives."
132/4091,48/1070,15261,"Spiking Neural Networks and online learning - An overview and perspectives."
132/4091,k/NikolaKKasabov,15261,"Spiking Neural Networks and online learning - An overview and perspectives."
94/1127,48/1070,15261,"Spiking Neural Networks and online learning - An overview and perspectives."
94/1127,k/NikolaKKasabov,15261,"Spiking Neural Networks and online learning - An overview and perspectives."
48/1070,k/NikolaKKasabov,15261,"Spiking Neural Networks and online learning - An overview and perspectives."
190/4780,75/6825,15262,"Spacial sampled-data control for H∞ output synchronization of directed coupled reaction-diffusion neural networks with mixed delays."
190/4780,63/7026-5,15262,"Spacial sampled-data control for H∞ output synchronization of directed coupled reaction-diffusion neural networks with mixed delays."
190/4780,131/9906,15262,"Spacial sampled-data control for H∞ output synchronization of directed coupled reaction-diffusion neural networks with mixed delays."
75/6825,63/7026-5,15262,"Spacial sampled-data control for H∞ output synchronization of directed coupled reaction-diffusion neural networks with mixed delays."
75/6825,131/9906,15262,"Spacial sampled-data control for H∞ output synchronization of directed coupled reaction-diffusion neural networks with mixed delays."
63/7026-5,131/9906,15262,"Spacial sampled-data control for H∞ output synchronization of directed coupled reaction-diffusion neural networks with mixed delays."
133/9966,117/8755,15265,"A scalable multi-signal approach for the parallelization of self-organizing neural networks."
133/9966,11/4163,15265,"A scalable multi-signal approach for the parallelization of self-organizing neural networks."
133/9966,75/2220,15265,"A scalable multi-signal approach for the parallelization of self-organizing neural networks."
117/8755,11/4163,15265,"A scalable multi-signal approach for the parallelization of self-organizing neural networks."
117/8755,75/2220,15265,"A scalable multi-signal approach for the parallelization of self-organizing neural networks."
11/4163,75/2220,15265,"A scalable multi-signal approach for the parallelization of self-organizing neural networks."
231/1072,74/2481,15267,"Event-driven implementation of deep spiking convolutional neural networks for supervised classification using the SpiNNaker neuromorphic platform."
231/1072,14/1270,15267,"Event-driven implementation of deep spiking convolutional neural networks for supervised classification using the SpiNNaker neuromorphic platform."
231/1072,78/1948,15267,"Event-driven implementation of deep spiking convolutional neural networks for supervised classification using the SpiNNaker neuromorphic platform."
74/2481,14/1270,15267,"Event-driven implementation of deep spiking convolutional neural networks for supervised classification using the SpiNNaker neuromorphic platform."
74/2481,78/1948,15267,"Event-driven implementation of deep spiking convolutional neural networks for supervised classification using the SpiNNaker neuromorphic platform."
14/1270,78/1948,15267,"Event-driven implementation of deep spiking convolutional neural networks for supervised classification using the SpiNNaker neuromorphic platform."
257/8744,36/11385,15268,"Modeling functional resting-state brain networks through neural message passing on the human connectome."
257/8744,257/8686,15268,"Modeling functional resting-state brain networks through neural message passing on the human connectome."
257/8744,70/9163,15268,"Modeling functional resting-state brain networks through neural message passing on the human connectome."
257/8744,37/3956,15268,"Modeling functional resting-state brain networks through neural message passing on the human connectome."
36/11385,257/8686,15268,"Modeling functional resting-state brain networks through neural message passing on the human connectome."
36/11385,70/9163,15268,"Modeling functional resting-state brain networks through neural message passing on the human connectome."
36/11385,37/3956,15268,"Modeling functional resting-state brain networks through neural message passing on the human connectome."
257/8686,70/9163,15268,"Modeling functional resting-state brain networks through neural message passing on the human connectome."
257/8686,37/3956,15268,"Modeling functional resting-state brain networks through neural message passing on the human connectome."
70/9163,37/3956,15268,"Modeling functional resting-state brain networks through neural message passing on the human connectome."
41/7254,24/7254,15269,"On the validity of memristor modeling in the neural network literature."
129/8719,50/4469,15270,"The robustness-fidelity trade-off in Grow When Required neural networks performing continuous novelty detection."
32/5355,81/6688,15271,"Gated spiking neural network using Iterative Free-Energy Optimization and rank-order coding for structure learning in memory sequences (INFERNO GATE)."
32/5355,175/9195,15271,"Gated spiking neural network using Iterative Free-Energy Optimization and rank-order coding for structure learning in memory sequences (INFERNO GATE)."
32/5355,52/7990,15271,"Gated spiking neural network using Iterative Free-Energy Optimization and rank-order coding for structure learning in memory sequences (INFERNO GATE)."
81/6688,175/9195,15271,"Gated spiking neural network using Iterative Free-Energy Optimization and rank-order coding for structure learning in memory sequences (INFERNO GATE)."
81/6688,52/7990,15271,"Gated spiking neural network using Iterative Free-Energy Optimization and rank-order coding for structure learning in memory sequences (INFERNO GATE)."
175/9195,52/7990,15271,"Gated spiking neural network using Iterative Free-Energy Optimization and rank-order coding for structure learning in memory sequences (INFERNO GATE)."
187/5121,39/11027,15274,"Cuneate spiking neural network learning to classify naturalistic texture stimuli under varying sensing conditions."
187/5121,155/2245,15274,"Cuneate spiking neural network learning to classify naturalistic texture stimuli under varying sensing conditions."
187/5121,26/11183,15274,"Cuneate spiking neural network learning to classify naturalistic texture stimuli under varying sensing conditions."
187/5121,07/8270,15274,"Cuneate spiking neural network learning to classify naturalistic texture stimuli under varying sensing conditions."
39/11027,155/2245,15274,"Cuneate spiking neural network learning to classify naturalistic texture stimuli under varying sensing conditions."
39/11027,26/11183,15274,"Cuneate spiking neural network learning to classify naturalistic texture stimuli under varying sensing conditions."
39/11027,07/8270,15274,"Cuneate spiking neural network learning to classify naturalistic texture stimuli under varying sensing conditions."
155/2245,26/11183,15274,"Cuneate spiking neural network learning to classify naturalistic texture stimuli under varying sensing conditions."
155/2245,07/8270,15274,"Cuneate spiking neural network learning to classify naturalistic texture stimuli under varying sensing conditions."
26/11183,07/8270,15274,"Cuneate spiking neural network learning to classify naturalistic texture stimuli under varying sensing conditions."
210/1009,168/8446,15275,"Tree-CNN - A hierarchical Deep Convolutional Neural Network for incremental learning."
210/1009,r/KaushikRoy,15275,"Tree-CNN - A hierarchical Deep Convolutional Neural Network for incremental learning."
168/8446,r/KaushikRoy,15275,"Tree-CNN - A hierarchical Deep Convolutional Neural Network for incremental learning."
256/0456,71/3675,15276,"Using a deep convolutional neural network to predict 2017 ozone concentrations, 24 hours in advance."
256/0456,256/0412,15276,"Using a deep convolutional neural network to predict 2017 ozone concentrations, 24 hours in advance."
256/0456,256/0399,15276,"Using a deep convolutional neural network to predict 2017 ozone concentrations, 24 hours in advance."
256/0456,49/1836,15276,"Using a deep convolutional neural network to predict 2017 ozone concentrations, 24 hours in advance."
256/0456,256/0612,15276,"Using a deep convolutional neural network to predict 2017 ozone concentrations, 24 hours in advance."
71/3675,256/0412,15276,"Using a deep convolutional neural network to predict 2017 ozone concentrations, 24 hours in advance."
71/3675,256/0399,15276,"Using a deep convolutional neural network to predict 2017 ozone concentrations, 24 hours in advance."
71/3675,49/1836,15276,"Using a deep convolutional neural network to predict 2017 ozone concentrations, 24 hours in advance."
71/3675,256/0612,15276,"Using a deep convolutional neural network to predict 2017 ozone concentrations, 24 hours in advance."
256/0412,256/0399,15276,"Using a deep convolutional neural network to predict 2017 ozone concentrations, 24 hours in advance."
256/0412,49/1836,15276,"Using a deep convolutional neural network to predict 2017 ozone concentrations, 24 hours in advance."
256/0412,256/0612,15276,"Using a deep convolutional neural network to predict 2017 ozone concentrations, 24 hours in advance."
256/0399,49/1836,15276,"Using a deep convolutional neural network to predict 2017 ozone concentrations, 24 hours in advance."
256/0399,256/0612,15276,"Using a deep convolutional neural network to predict 2017 ozone concentrations, 24 hours in advance."
49/1836,256/0612,15276,"Using a deep convolutional neural network to predict 2017 ozone concentrations, 24 hours in advance."
199/5294,80/4997,15284,"A review of learning in biologically plausible spiking neural networks."
199/5294,79/5796,15284,"A review of learning in biologically plausible spiking neural networks."
199/5294,40/9504,15284,"A review of learning in biologically plausible spiking neural networks."
199/5294,08/5485,15284,"A review of learning in biologically plausible spiking neural networks."
199/5294,m/TMartinMcGinnity,15284,"A review of learning in biologically plausible spiking neural networks."
80/4997,79/5796,15284,"A review of learning in biologically plausible spiking neural networks."
80/4997,40/9504,15284,"A review of learning in biologically plausible spiking neural networks."
80/4997,08/5485,15284,"A review of learning in biologically plausible spiking neural networks."
80/4997,m/TMartinMcGinnity,15284,"A review of learning in biologically plausible spiking neural networks."
79/5796,40/9504,15284,"A review of learning in biologically plausible spiking neural networks."
79/5796,08/5485,15284,"A review of learning in biologically plausible spiking neural networks."
79/5796,m/TMartinMcGinnity,15284,"A review of learning in biologically plausible spiking neural networks."
40/9504,08/5485,15284,"A review of learning in biologically plausible spiking neural networks."
40/9504,m/TMartinMcGinnity,15284,"A review of learning in biologically plausible spiking neural networks."
08/5485,m/TMartinMcGinnity,15284,"A review of learning in biologically plausible spiking neural networks."
231/7294,189/2260,15289,"Deep neural network and data augmentation methodology for off-axis iris segmentation in wearable headsets."
